"Pseudotime","Group"
0.335857067746319,"CM"
0.252823415939813,"CM"
0.685802227962336,"AM"
0.639853647229627,"AM"
0.28440709388117,"AM"
0.332737795492701,"AM"
0.195445130398642,"AM"
0.319386020053486,"CM"
0.311861085895895,"AM"
0.378902669354821,"AM"
0.346257417523328,"AM"
0.541716407562912,"AM"
0.353046803719861,"AM"
0.179217332223834,"AM"
0.129090087956364,"AM"
0.324969711451224,"AM"
0.33206579774817,"CM"
0.257791703223368,"AM"
0.668461722846236,"CM"
0.194810382595718,"AM"
0.172819783687211,"CM"
0.207765129951781,"AM"
0.338375260098748,"AM"
2.54233996638842,"AM"
0.260234674113843,"CM"
0.274275230052212,"AM"
0.229044603864138,"AM"
0.277872755037125,"AM"
0.298493687901552,"CM"
0.385047847086478,"AM"
0.339717252336042,"AM"
0.0610590069801014,"CM"
0.270508221562612,"AM"
0.201847064716378,"AM"
0.241870644115289,"CM"
0.248729864350995,"AM"
0.439864118414088,"CM"
0.243749790020029,"AM"
0.312229792165408,"AM"
0.279250561472681,"AM"
0.295000271874675,"AM"
0.261347505043703,"CM"
0.913516402940972,"AM"
0.263332727554449,"CM"
0.514247548031356,"CM"
0.369683804524846,"CM"
0.280385518351431,"CM"
0.262560572737993,"CM"
0.601235343196946,"CM"
0.679784091059356,"AM"
0.177474362762434,"AM"
0.25731643587629,"CM"
0.191256732533254,"CM"
0.260917180319363,"AM"
0.214123714104532,"AM"
0.317374231754458,"CM"
0.283136229940409,"AM"
0.245001269385807,"AM"
0.261338324971324,"CM"
0.231491729255568,"AM"
0.35449340728517,"CM"
0.318688445534497,"AM"
2.94902258493063,"AM"
0.272493366856549,"AM"
0.269055543882216,"AM"
0.500363506128373,"CM"
0.289018629138226,"AM"
0.573087539210574,"CM"
0.332979560330969,"CM"
0.575855043296755,"AM"
0.238399487200187,"CM"
0.28163257602838,"AM"
0.293841602180669,"AM"
0.250975265543261,"CM"
0.874846215281931,"AM"
0.309417377974149,"AM"
0.221959685844049,"AM"
0.235053622173278,"AM"
0.325208928492573,"AM"
2.98580375673576,"AM"
0.275150563409149,"AM"
2.71477887953731,"AM"
1.46619547607546,"AM"
0.311514683918059,"AM"
0.344096253815175,"AM"
0.267288529905915,"AM"
0.603504167640776,"CM"
0.847184148906437,"CM"
1.25483827378205,"CM"
0.238995971967381,"AM"
2.10129006399242,"AM"
0.329891561697588,"CM"
0.266433860299657,"AM"
0.332558515705387,"AM"
0.333812560863506,"AM"
0.335661308026681,"AM"
0.241159200801831,"AM"
0.323952844739992,"AM"
0.784271401009896,"AM"
0.302394955430574,"CM"
0.328987474074027,"CM"
0.754836968092011,"AM"
0.218001922804233,"AM"
0.327578133282911,"AM"
0.208403727703959,"AM"
0.219826154723675,"AM"
0.286310446597129,"CM"
0.309577851485955,"AM"
0.8837213610312,"CM"
0.211282649312469,"AM"
0.278476971136678,"AM"
0.302072004021335,"AM"
0.263005284304939,"AM"
0.197785838467115,"CM"
0.120494384475,"CM"
0.338755621304142,"CM"
0.335658489509442,"CM"
0.330950129490437,"AM"
0.294810450766722,"AM"
0.303533524309386,"AM"
0.282855785937336,"AM"
0.264780711988283,"CM"
0.316879761683023,"AM"
0.309111210366646,"CM"
0.329755045228596,"AM"
0.245802774775795,"CM"
0.264083256030578,"CM"
0.326011504398123,"CM"
0.30113304840176,"AM"
0.228052821024069,"AM"
2.98217611095385,"AM"
0.536700617911344,"CM"
0.386423525366245,"AM"
0.290684414880118,"AM"
0.312821260850023,"AM"
0.261862875451084,"CM"
0.275799004520229,"AM"
2.9689876949245,"AM"
0.353885949329535,"CM"
0.318597341303439,"CM"
0.267772488303962,"AM"
0.221918203414848,"AM"
0.285796979735276,"AM"
0.718804307181155,"CM"
0.474192668851184,"CM"
0.238953492801693,"AM"
0.258028961373011,"AM"
0.561639327843533,"AM"
