"group","Signature","Score","p","p_adj"
"CM","Resident",0.117083654225786,9.86706930318095e-295,"3.95e-294"
"CM","Exhausted",-0.230074844198038,2.24076000414201e-06,"2.24e-06"
"CM","Cytotoxicity",-0.395136949919199,5.22838294834446e-197,"1.05e-196"
"CM","Co-stimulatory",-0.218115021771296,9.98155367909283e-118,"1.33e-117"
"CM","Resident",-0.354528951020515,9.86706930318095e-295,"3.95e-294"
"CM","Exhausted",-0.245077192108449,2.24076000414201e-06,"2.24e-06"
"CM","Cytotoxicity",-0.432684605665057,5.22838294834446e-197,"1.05e-196"
"CM","Co-stimulatory",-0.301041818453547,9.98155367909283e-118,"1.33e-117"
"CM","Resident",0.0706032988019074,9.86706930318095e-295,"3.95e-294"
"CM","Exhausted",0.331024928061168,2.24076000414201e-06,"2.24e-06"
"CM","Cytotoxicity",-0.0288024637925619,5.22838294834446e-197,"1.05e-196"
"CM","Co-stimulatory",0.222782447027612,9.98155367909283e-118,"1.33e-117"
"CM","Resident",-0.270268983318031,9.86706930318095e-295,"3.95e-294"
"CM","Exhausted",-0.239038454930217,2.24076000414201e-06,"2.24e-06"
"CM","Cytotoxicity",-0.383777117438752,5.22838294834446e-197,"1.05e-196"
"CM","Co-stimulatory",0.203469201234523,9.98155367909283e-118,"1.33e-117"
"CM","Resident",0.168017771618923,9.86706930318095e-295,"3.95e-294"
"CM","Exhausted",-0.304798684818739,2.24076000414201e-06,"2.24e-06"
"CM","Cytotoxicity",-0.222767473567608,5.22838294834446e-197,"1.05e-196"
